Reaction	EC-Number	In-Pathway	Common-Name	Names	Enzymes of a reaction
RXN-4884	EC-4.2.3.29	PWY-2981		Chemical Reactions	MONOMER-11970
RXN-12822	EC-4.2.3.93			Chemical Reactions	
RXN-1484	EC-1.17.1.3	PWY-6029		Chemical Reactions	MONOMER-14185 // MONOMER-14180 // MONOMER-19866
RXN-20453	EC-2.3.1	PWY-8045		Chemical Reactions	CPLX-9400
2.4.1.225-RXN	EC-2.4.1.225	PWY-6558		Chemical Reactions	CPLX-8112
RXN-8961	EC-4.1.3.24	PWY-6728 // PWY-5744 // PWY-7854 // PWY-5741		Chemical Reactions	CPLX-9178 // MONOMER-16252 // CPLX-7549 // CPLX-7542
RXN-18174		RXN-18175		Chemical Reactions	
1.1.1.170-RXN	EC-1.1.1.170			Small-Molecule Reactions	HS07423-MONOMER
RXN-12478	EC-2.1.1.225	PWY-6829		Chemical Reactions	G3O-33521-MONOMER
RXN-17838	EC-1.14.15.43	PWY-7797		Small-Molecule Reactions	MONOMER-19910
RXN66-516	EC-3.3.2	PWY-8400 // PWY66-397		Chemical Reactions	
RXN-11904	EC-4.2.3.64			Chemical Reactions	MONOMER-16030
3.2.1.78-RXN	EC-3.2.1.78	PWY-7456		Chemical Reactions	MONOMER-16450 // MONOMER-16435
4.2.2.12-RXN	EC-4.2.2.12			Chemical Reactions	
RXN-18467	EC-1.1.1.406			Chemical Reactions	
3.1.30.2-RXN	EC-3.1.30.2			Chemical Reactions	
2.6.1.64-RXN	EC-2.6.1.64			Chemical Reactions	CPLX-7891
RXN-12317	EC-2.1.1.233			Chemical Reactions	MONOMER-16510
RXN-8536	EC-1.14.14	RXN-19785 // PWY-5422		Chemical Reactions	MONOMER-12739
RXN-23839	EC-3.1.1.121			Chemical Reactions	MONOMER-124421
RXN-8183	EC-1.5.3.12	PWY-5287		Chemical Reactions	MONOMER-12345
RXN-14011	EC-2.4.1	PWY-5321		Chemical Reactions	MONOMER-17875
RXN-18609	EC-2.3.1.265	PWY-7885		Chemical Reactions	G185E-6854-MONOMER
2-NITROPROPANE-DIOXYGENASE-RXN	EC-1.13.12.16	PWY-723		Chemical Reactions	CPLX-7182 // CPLX-482
RXN0-6274	EC-2.5.1.75	PWY-2781		Chemical Reactions	EG10595-MONOMER // AT2G27760-MONOMER
RXN-8681		PWY-6824 // PWY-5466 // RXN-13433		Chemical Reactions	CPLX-7303 // CPLX-7304
COLUMBAMINE-OXIDASE-RXN	EC-1.21.3.2			Chemical Reactions	MONOMER-20505
RXN-20487		PWY-8049 // RXN-20497		Chemical Reactions	MONOMER-20814
RXN-21859	EC-2.6.1.7			Small-Molecule Reactions	CPLX66-375 // CPLX-7119
RXN-8574	EC-4.2.3.46	PWY-5725		Chemical Reactions	AT4G16740-MONOMER // MONOMER4FS-22 // MONOMER-13550 // MONOMER-13546 // MONOMER-13539 // MONOMER-12771
RXN-15470	EC-1.14.14	PWY-7490		Chemical Reactions	MONOMER-18629
RXN-10482	EC-4.2.3.54	PWY-6244		Chemical Reactions	MONOMER-14819
RXN-14283	EC-3.2.1.20			Chemical Reactions	CPLX0-8615
RXN-14667	EC-2.1.1	PWY-7301		Chemical Reactions	MONOMER-18089
DIOHBUTANONEPSYN-RXN	EC-4.1.99.12	PWY-6168 // PWY-6167 // RIBOSYN2-PWY		Chemical Reactions	DIOHBUTANONEPSYN-CPLX // AT5G64300-MONOMER // MONOMER-14611 // CPLX-7775
3.1.2.21-RXN	EC-3.1.2.21	PWY66-430 // PWY-5971		Chemical Reactions	HS07821-MONOMER // AT3G25110-MONOMER // AT1G08510-MONOMER
RXN-22095		PWY-8210		Small-Molecule Reactions	
RXN-23146				Chemical Reactions	MONOMER-22068
R542-RXN	EC-1.1.1.327	P601-PWY		Chemical Reactions	MONOMER-3022
RXN-17312	EC-3.1.2.M3	PWY-7738		Chemical Reactions	
RXN0-6515	EC-2.1.1.171			Chemical Reactions	EG10343-MONOMER
FARNESOL-2-ISOMERASE-RXN	EC-5.2.1.9			Chemical Reactions	
RXN-21063	EC-2.1.1.389	PWY-8307 // PWY-8109		Chemical Reactions	MONOMER-21040
RXN-18940	EC-1.14.13	PWY-7481		Chemical Reactions	
RXN-12758	EC-5.4.4.6			Chemical Reactions	
RXN-9465	EC-1.14.13		(-)-limonene 6-monooxygenase	Chemical Reactions	
RXN-11955		PWY-6677		Chemical Reactions	MONOMER-16070
RXN-15478	EC-1.2.1		gentisaldehyde dehydrogenase	Chemical Reactions	
TRNA-PSEUDOURIDINE-SYNTHASE-I-RXN	EC-5.4.99.12			Chemical Reactions	CPLX0-7728 // YOL066C-MONOMER
RXN-8155	EC-2.4.1.263	PWY-5272		Chemical Reactions	AT1G05530-MONOMER // AT1G05560-MONOMER // AT4G34138-MONOMER // AT2G23250-MONOMER // AT2G23260-MONOMER // AT3G21780-MONOMER // MONOMER-12304
RXN-11408		PWY-6498		Chemical Reactions	
RXN-15568	EC-3.5.4.41			Chemical Reactions	CPLX2OBG-50
RXN-24714		PWY-8532		Chemical Reactions	
RXN-11081	EC-1.1.1.333	PWY185E-8		Chemical Reactions	MONOMER-17533 // G185E-8087-MONOMER
RXN-4541		PWY-2781		Chemical Reactions	
RXN-25009		RXN-25010		Chemical Reactions	MONOMER-124857
RXN-12398	EC-3.2.1.23	PWY-6807	xyloglucan XXLG oligosaccharide &beta;-galactosidase	Chemical Reactions	MONOMER-16612 // MONOMER-16611
RXN0-6721				Chemical Reactions	
L-LYSINE-LACTAMASE-RXN	EC-3.5.2.11			Chemical Reactions	
MBCOA-DHLIPOAMIDE-RXN	EC-2.3.1.168	2KETO-3METHYLVALERATE-RXN	dihydrolipoyllysine-residue (2-methylbutanoyl)transferase	Chemical Reactions	CPLXQT-2 // CPLX-7050 // CPLX8J2-279
RXN-10841	EC-1.1.1.300	PWY-6857 // PWY-6861		Chemical Reactions	ENSG00000139988-MONOMER // HS01113-MONOMER // HS01050-MONOMER // ENSG00000162496-MONOMER // ENSG00000121039-MONOMER // HS01358-MONOMER
RXN1F-93	EC-1.14.20.6	PWY-3101 // PWY-6787		Chemical Reactions	MONOMER-18283 // MONOMER-18282 // MONOMER-17739 // MONOMER-16535 // AT5G08640-MONOMER
RXN-20540	EC-3.1.1.118			Chemical Reactions	ENSG00000100523-MONOMER
RXN-24670		PWY-8530		Chemical Reactions	MONOMER-124703
RXN-11542	EC-1.13.11.39	PWY-6550		Chemical Reactions	CPLX-8097
RXN-13047	EC-3.1.3	PWY-6991		Chemical Reactions	MONOMER-17131
RXN-8987	EC-2.8.3.22 // EC-2.8.3.20	PWY-5749		Chemical Reactions	MONOMER-13628
BLASTICIDIN-S-DEAMINASE-RXN	EC-3.5.4.23			Chemical Reactions	
RXN-20792	EC-2.3.1.241	PWY-8075		Chemical Reactions	
RXN-15193		SYNEPHRINE-DEHYDRATASE-RXN		Chemical Reactions	
RXN66-488		PWY66-393		Chemical Reactions	
RXN-13980	EC-2.3.1	PWY-7171		Chemical Reactions	MONOMER-17859
RXN-13800	EC-2.4.1	PWY-6010		Chemical Reactions	MONOMER-17753
RXN-6021	EC-1.1.1	PWY-3722	choline dehydrogenase	Chemical Reactions	BSU31050-MONOMER
RXN-19000	EC-3.5.1			Chemical Reactions	
RXN-19319	EC-3.1.3.73	PWY-7965		Chemical Reactions	MONOMER-13213
RXN-6524	EC-1.14.20	PWY-5035		Chemical Reactions	MONOMER-11644 // MONOMER-17923 // AT1G15550-MONOMER
2.4.1.45-RXN	EC-2.4.1.47			Chemical Reactions	HS10812-MONOMER
NITRIC-OXIDE-REDUCTASE-RXN	EC-1.7.2.5	PWY-7084 // DENITRIFICATION-PWY		Small-Molecule Reactions	CPLX-8362 // CPLX-8529 // CPLX-8528 // MONOMER-17539 // MONOMER-17537 // CPLX-1964 // CPLX-1741
RXN-12722	EC-4.2.1.131			Chemical Reactions	MONOMER-15841
RXN-16177	EC-1.1			Chemical Reactions	
6-HYDROXYHEXANOATE-OXIDATION-RXN	EC-1.1.1.258	CYCLOHEXANOL-OXIDATION-PWY		Chemical Reactions	MONOMER-3124
RXN-18598		PWY-7872 // RXN-18601		Chemical Reactions	MONOMER-20187
RXN-13514	EC-2.4.1	PWY-7071	steviolbioside 19-O-UDP glucosyltransferase	Chemical Reactions	MONOMER-17484
RXN-17121	EC-2.1.1.319			Small-Molecule Reactions	ENSG00000111218-MONOMER // HS11391-MONOMER // HS13925-MONOMER // MONOMER66-43216 // HS08486-MONOMER
CHLORDECONE-REDUCTASE-RXN	EC-1.1.1.225			Chemical Reactions	HS10739-MONOMER
RXN-22798		RXN-22794		Chemical Reactions	MONOMER-21851
RXN-24784	EC-3.1.3.M19	PWY-7881 // PWY-8544		Chemical Reactions	MONOMER-124756
RXN-17519	EC-1.3.98.5			Small-Molecule Reactions	CPLX-9083
RXN-14926	EC-1.13.11.77			Chemical Reactions	
RXN-9350		RXN-13194 // PWY-5887	<em>epi</em>-isozizaene 5-monooxygenase	Chemical Reactions	MONOMER-13905
RXN-12633	EC-5.3.99.12	PWY-6900		Chemical Reactions	MONOMER-16812
RXN-17556		RXN-10137		Chemical Reactions	G18NG-12677-MONOMER // G18NG-10732-MONOMER // MONOMER-19793 // MONOMER-19789 // MONOMER-13015 // MONOMER-17532 // CPLX-8204 // CPLX-7817
RXN-5110	EC-4.2.3.15	PWY-7410 // PWY-3041 // PWY-5423		Chemical Reactions	MONOMER-18357 // MONOMER-13456 // MONOMER-12818 // MONOMER-12775 // MONOMER-12769 // MONOMER-12767 // MONOMER-12765 // MONOMER-12762 // AG5-MONOMER // AG4-MONOMER // AT2G24210-MONOMER // AT3G25820-MONOMER
RXN-16624	EC-1.3.1.9	PWY-7664		Chemical Reactions	MONOMER-19304
RXN-22799		RXN-22794		Chemical Reactions	MONOMER-21851
RXN-8178	EC-2.4.1	PWY-5286 // PWY-5310		Chemical Reactions	MONOMER-12333 // MONOMER-12332
RXN-23411		PWY-8397		Chemical Reactions	
ACETATEKIN-RXN	EC-2.7.2.15 // EC-2.7.2.1	PWY-8480 // P124-PWY // METH-ACETATE-PWY // FERMENTATION-PWY // PWY-5482 // PWY-5497 // PWY-8086 // PWY-8377 // PWY-8303 // P3-PWY // P163-PWY // P164-PWY // PWY0-1312 // PWY-8015 // PWY0-1477 // PWY4LZ-257 // PWY-5485 // P161-PWY		Chemical Reactions	GARTRANSFORMYL2-MONOMER // ACETATEKINA-MONOMER // MONOMER-20612 // STM2469-MONOMER // STM2468-MONOMER // GIO2-1257-MONOMER // MONOMER-13473 // MONOMER-13304 // MONOMER-13297 // MONOMER-13133 // MONOMER-9 // MONOMER-603 // CPLX-1870 // ACKCLTH-MONOMER // CPLX-441 // ACEKINPROP-MONOMER // CPLX-101 // MONOMER-21789 // MONOMER-124511
2.6.1.35-RXN	EC-2.6.1.35	PWY-8576		Chemical Reactions	MONOMER-124952
RXN-8701	EC-2.1.1.291			Chemical Reactions	CPLX-7305
RXN-18104		RXN-15434		Chemical Reactions	MONOMER-18607
RXN-16416	EC-1.1.1	PWY-1121 // PWY-321		Chemical Reactions	CPLX-2223 // AT1G72970-MONOMER
MALEYLACETATE-REDUCTASE-RXN	EC-1.3.1.32	PWY-8487 // PWY-6178 // PWY-7982 // PWY-5488 // PWY-6093 // PWY-6094 // PWY-7002 // PCPDEG-PWY // PWY-6084 // 14DICHLORBENZDEG-PWY // PWY-7773 // P343-PWY // PWY-7772 // PWY-6087 // PWY-7081 // PWY-6200 // PWY-6193 // GAMMAHEXCHLORDEG-PWY // PWY-6107 // PWY-6089 // PWY-6041 // PWY-5487		Chemical Reactions	G18NG-12678-MONOMER // G18NG-10731-MONOMER // MONOMER-19794 // MONOMER-19790 // MONOMER-14680 // MONOMER-14670 // MONOMER-14668 // MONOMER-14639 // REUT_A1589-MONOMER // MONOMER-14438 // CPLX-7710 // CPLX-7709 // CPLX-7708 // MONOMER-103 // MONOMER-14207 // MONOMER-13029 // MONOMER-13024 // MONOMER-124554
RXN-10868	EC-2.8.2.M2			Chemical Reactions	AT2G14920-MONOMER
RXN-14118	EC-3.5.4.13			Chemical Reactions	
LYSOPHOSPHOLIPASE-RXN	EC-3.1.1.5			Chemical Reactions	CPLX0-7630 // YOL011W-MONOMER // YMR006C-MONOMER // YMR008C-MONOMER // G3O-32654-MONOMER
RXN-2505		FLUORENE-DEG-9-ONE-PWY		Chemical Reactions	
RXN0-882	EC-1.17.7.1	PWY-7560		Chemical Reactions	AT5G60600-MONOMER
2.5.1.32-RXN		PWY-6475 // PWY-7943 // RXN-19160 // PWY-6287 // RXN-13323		Chemical Reactions	MONOMER-20363 // GBWI-61910-MONOMER // MONOMER-18247 // AT5G17230-MONOMER // MONOMER-14934 // MONOMER-16380 // MONOMER-17247 // SYNPCC7942_1984-MONOMER // MONOMER-20341
RXN-642	EC-1.14.12.16	PWY-721	3-methyl-2-oxo-1,2-dihydroquinoline dioxygenase	Chemical Reactions	MONOMER-2404
RXN-8130	EC-2.1.1.251	PWY-5260		Chemical Reactions	MONOMER-19882 // CPLX-7112
3.5.5.4-RXN	EC-3.5.5.4	ASPSYNII-PWY		Small-Molecule Reactions	MONOMER-17622 // MONOMER-17621 // AT5G22300-MONOMER
RXN-18129	EC-1.1	PWY-7826		Chemical Reactions	
RXN3O-9782	EC-3.2.1.104			Chemical Reactions	G3O-31428-MONOMER
SARCOSINE-DEHYDROGENASE-RXN	EC-1.5.8.3	CRNFORCAT-PWY // PWY-4722		Chemical Reactions	HS04663-MONOMER // MONOMER-16116 // CPLX-6444 // CPLX-6421
RXN-16627	EC-4.2.1.59	PWY-7664		Chemical Reactions	CPLX-8996
PROCOLLAGEN-GLUCOSYLTRANSFERASE-RXN	EC-2.4.1.66	PWY-7894		Chemical Reactions	MONOMER-20245
RXN-17710	EC-2.3.1.262			Small-Molecule Reactions	CPLX-8176
RXN-23672	EC-1.3.1.3			Chemical Reactions	MONOMER-14304 // AT4G24220-MONOMER
RXN-17438	EC-2.5.1.bl	PWY-7758		Chemical Reactions	MONOMER-19708
RXN-9437	EC-2.4.1	PWY-5926		Chemical Reactions	
RXN-23576	EC-1.1.3	PWY-8408		Chemical Reactions	MONOMER-124263
RXN-18202		PWYQT-4450 // RXNQT-4174		Chemical Reactions	AT5G14200-MONOMER
RXN-5107	EC-4.2.3.120	PWY-3041 // PWY-5423		Chemical Reactions	MONOMER-12820 // MONOMER-12819 // MONOMER-12769 // MONOMER-12762 // AG11-MONOMER // AG9-MONOMER // AG8-MONOMER // AT3G25820-MONOMER
3.2.1.132-RXN	EC-3.2.1.132			Chemical Reactions	MONOMER-17652 // BSU26890-MONOMER
RXN-14589	EC-3.2.1.193			Chemical Reactions	MONOMER-18121
RXN-2441				Chemical Reactions	
RXN-8517		RXN-19784 // PWY-5412		Chemical Reactions	MONOMER-12739
1.14.11.21-RXN	EC-1.14.11.21	PWY-5679		Chemical Reactions	MONOMER-13487
RXN-15704	EC-4.2.3.147			Chemical Reactions	
RXN-17617	EC-3.3.2.10			Chemical Reactions	
BENZALDEHYDE-DEHYDROGENASE-NADP+-RXN	EC-1.2.1.7	PWY-1501		Chemical Reactions	MONOMER-2425 // MONOMER-13664 // MONOMER-13665 // MONOMER-13666
RXN-4313	EC-3.2.2	PWY-2681		Chemical Reactions	MONOMER-15646
RXN-14030	EC-1.14.14	PWY-6326		Chemical Reactions	
RXN-13466	EC-2.4.1.104	PWY-7057	UDPG:o-dihydroxycoumarin 7-<i>O</i>-glucosyltransferase	Chemical Reactions	MONOMER-17442 // MONOMER-17431
RXN-23823		RXN-13234 // RXN-24757 // RXN-24734 // RXN-17065 // RXN-24219 // RXN-24220 // RXN-13535 // RXN-13534 // RXN-13532 // RXN-23161 // RXN-24722 // RXN-17197 // RXN-10839 // RXN-17199 // RXN-9010 // RXN-13235		Chemical Reactions	MONOMER-17297 // MONOMER-19497 // MONOMER-124515 // MONOMER-17493 // MONOMER-22086 // MONOMER-124732 // MONOMER-15054 // MONOMER-19618 // MONOMER-13660 // MONOMER-17296
RXN-16496	EC-2.6.1	PWY-7649		Chemical Reactions	MONOMER-19237
RXN-16709		PWY-7944 // RXN-16711		Chemical Reactions	MONOMER-20364
RXN-9504	EC-6.2.1	PWY-5958		Chemical Reactions	
RXN-17571	EC-1.1.1.M22	PWY-7775 // PWY-7774		Chemical Reactions	MONOMER-19816 // CPLX-9097 // CPLX-9096 // CPLX-9095
RXN-10975	EC-3.6.1.52			Chemical Reactions	HS03602-MONOMER
RXN-13299	EC-1.1.1.330	PWY-7036		Chemical Reactions	HS07581-MONOMER // MONOMER3O-79 // AT1G67730-MONOMER // MONOMER-124750
RXN-23393	EC-1.13.11	PWY-8397		Chemical Reactions	
RXN-15101	EC-1.14.15.33	PWY-7422		Chemical Reactions	MONOMER-18405
3-HYDROXYBENZOATE-6-MONOOXYGENASE-RXN	EC-1.14.13.24	M-CRESOL-DEGRADATION-PWY // PWY-6228		Chemical Reactions	CPLX-7833 // MONOMER-124624
4.2.2.21-RXN	EC-4.2.2.21	PWY-6572		Chemical Reactions	MONOMER-15789
3-OXOSTEROID-1-DEHYDROGENASE-RXN	EC-1.3.99.4			Chemical Reactions	
RXN-21489	EC-1.1.1	PWY-8155		Chemical Reactions	
RXN-16218	EC-1.14.13	PWY-7615	phaseollin monooxygenase	Chemical Reactions	MONOMER-19129
RXN-17455		RXN-18413		Chemical Reactions	
RXN-11030		PWY-6385		Chemical Reactions	G185E-4233-MONOMER
3.2.1.102-RXN	EC-3.2.1.102			Chemical Reactions	MONOMER-20296
RXN-25625				Chemical Reactions	
RXN-9732		PWY-6041		Chemical Reactions	MONOMER-14208
RXN-8364	EC-1.14.19.35	PWY-782		Chemical Reactions	CPLX-1906 // CPLX-1905
RXN-20404	EC-2.3.1.24			Chemical Reactions	
RXN-24342	EC-2.3.3	PWY-8493		Chemical Reactions	MONOMER-18023
R201-RXN	EC-1.7.1	P201-PWY		Chemical Reactions	MONOMER-1003 // MONOMER-1002
RXN-12538	EC-1.13.12.19	RXN-12535 // PWY-6853 // PWY-7126 // PWY-7124		Chemical Reactions	MONOMER-16773
RXN-25518	EC-2.3.1			Chemical Reactions	
RXN-25557		PWY-8610		Chemical Reactions	MONOMER-125103
WATASEMIA-LUCIFERIN-2-MONOOXYGENASE-RXN	EC-1.13.12.8			Small-Molecule Reactions	MONOMER-20294
RXN-8082	EC-1.14.14.134	PWY-5203		Chemical Reactions	MONOMER-12197
RXN-22411	EC-1.3.1.M28			Chemical Reactions	CPLX-9641
6-PHOSPHO-BETA-GLUCOSIDASE-RXN	EC-3.2.1.86			Chemical Reactions	CPLX0-7979 // EG10085-MONOMER // LP_RS12660-MONOMER
CHLORIDE-PEROXIDASE-RXN	EC-1.11.1.10			Chemical Reactions	CPLX-8173
RXN-16497	EC-1.14.11	PWY-7649		Chemical Reactions	MONOMER-19238
RXN-12041	EC-2.4.1.266	PWY-6686	UDP-glucose glucosyl-3-phosphoglycerate synthase	Chemical Reactions	CPLX-8215
RXN-9753	EC-1.1.1.M69	PWY-6053		Chemical Reactions	MONOMER-21195
RXN-14548		PWY-7304		Small-Molecule Reactions	
RXN-22189	EC-2.4.99.27	PWY-8235		Chemical Reactions	CPLX-9595
RXN-23346	EC-2.5.1	PWY-8389 // PWY-8388		Chemical Reactions	MONOMER-124187 // MONOMER-124177
RXN-11156				Chemical Reactions	
RXN-17892	EC-3.4.19.1	PWY-7799		Chemical Reactions	CPLX-9130
RXN-11790	EC-2.4.1.264	PWY-6658 // PWY-6655		Chemical Reactions	MONOMER-15982
RXN-24905		PWY-8548		Chemical Reactions	
RXN-19379	EC-3.2.1.51	PWY-6807		Chemical Reactions	MONOMER-18214
RXN-12335	EC-4.2.1.127	PWY-7136		Chemical Reactions	CPLX-8287
RXN-21058	EC-2.1.1.378	PWY-8108		Chemical Reactions	MONOMER-21036
RXN-8975	EC-2.7.8.13	PWY-6471 // PWY-5265		Chemical Reactions	MONOMER-12257
RXN-14019	EC-1.14.15			Small-Molecule Reactions	MONOMER-17879
GUANOSINE-DIPHOSPHATASE-RXN	EC-3.6.1.42	RXN-14201		Chemical Reactions	G6580-MONOMER // MONOMER-16300 // BSU30630-MONOMER
RXN-20894	EC-3.5.2.6			Chemical Reactions	MONOMER-13427 // MONOMER-13428 // MONOMER-15473 // CPLX0-8252 // RPOA-MONOMER // EG10040-MONOMER
RXN-11412		PWY-2821 // RXN-18159		Chemical Reactions	CPLX-2282
RXN-24662	EC-1.4.3	PWY-8530		Chemical Reactions	CPLX-85494
RXN-14280	EC-1.2.1.3	PWY-8029	perillyl aldehyde dehydrogenase	Chemical Reactions	MONOMER-17745
RXN-15770	EC-2.2.1			Chemical Reactions	MONOMER-18822
RXN-23128	EC-2.7.8.38			Chemical Reactions	
RXN-15037	EC-1.1.98.5			Chemical Reactions	
1.8.5.1-RXN	EC-1.8.5.1	PWY-2261 // PWY-6370		Chemical Reactions	CPLX-6081 // CPLX-7941 // HS04268-MONOMER // MONOMER-5132 // MONOMER-5131
TETRAHYDROXYPTERIDINE-CYCLOISOMERASE-RXN	EC-5.5.1.3			Chemical Reactions	
RXN-4002	EC-2.1.1.270	PWY-2467 // PWY-2229		Chemical Reactions	MONOMER-6105
RXN-24522		PWY-8518		Chemical Reactions	
RXN-10708	EC-3.1.2.20	PWY-735		Chemical Reactions	
RXN-8528	EC-5.5.1.14	PWY-2981		Chemical Reactions	CYC1-MONOMER
RXN-15677	EC-2.3.1.235			Chemical Reactions	
RXN-25353				Chemical Reactions	
RXN-19280	EC-3.1.1.79			Chemical Reactions	
RXN-22213	EC-2.4.99	PWY-8243		Chemical Reactions	G7101-MONOMER
R422-RXN	EC-1.14.14.108	P481-PWY		Chemical Reactions	CPLX-8677
RXN-22114	EC-3.1.1.123	PWY-8216		Chemical Reactions	MONOMER-124635 // MONOMER-124636
RXN-15743	EC-1.1.1	PWY-7541		Chemical Reactions	CPLX0-7667 // G6190-MONOMER // G6269-MONOMER // CPLX0-8549
RXN-17328	EC-2.3.1.284			Chemical Reactions	G185E-8118-MONOMER
RXN-21033	EC-3.2.2.M3	PWY-8106		Chemical Reactions	CPLX-9456
RXN-24087	EC-4.2.1			Chemical Reactions	
RXN-22910	EC-5.4.99.M3	PWY-8341		Chemical Reactions	CPLX-85393
RXN-23564	EC-3.1.1.4	PWY-8411		Chemical Reactions	
RXN-22492	EC-3.5.1.137			Chemical Reactions	
RXN-25230	EC-3.2.1.31			Chemical Reactions	MONOMER-124969
RXN-9747		RXN1G01-60 // PWY-6051	4-nitroso-2,6-dinitrotoluene nitrosoreductase	Chemical Reactions	CPLX-9451
2.3.1.162-RXN	EC-2.3.1.162	PWY-5660		Chemical Reactions	MONOMER-124560 // MONOMER-14815 // MONOMER-13400
GIBBERELLIN-BETA-GLUCOSYLTRANSFERASE-RXN	EC-2.4.1.176			Chemical Reactions	
RXN-18018	EC-2.3.1.M32	PWY-7815		Chemical Reactions	MONOMER-19975
RXN-11974		RXN-12413 // PWY-6681		Chemical Reactions	MONOMER-16128
RXN-8723	EC-2.3.1	PWY-5477		Chemical Reactions	
RXN1G01-67	EC-2.4.1			Chemical Reactions	MONOMER-21420
RXN-18567	EC-2.3.3.20			Chemical Reactions	CPLX-9208
RXN-12235	EC-2.3.1	PWY-6749		Chemical Reactions	MONOMER-16351
RXN66-336	EC-2.3.2.2	PWY66-375		Chemical Reactions	CPLX66-414
RXN-18892	EC-4.2.3.186			Chemical Reactions	
RXN-18803		PWY-7907 // RXN-19479		Chemical Reactions	MONOMER-20272
RXN-10778	EC-1.4.3.4	PWY-6313		Chemical Reactions	HS01798-MONOMER // CPLX-7885
RXN-8621	EC-4.2.3.81	PWY-6836 // PWY-6243		Chemical Reactions	MONOMER-16739 // MONOMER-16738 // MONOMER-12833 // MONOMER-14818
RXN-8077	EC-2.7.7.105	PWY-5198		Chemical Reactions	G185E-7238-MONOMER
RXN-5062	EC-2.4.1			Chemical Reactions	
RXN2G6Z-1	EC-2.7.1.130	PWY2G6Z-2		Chemical Reactions	FY484_RS09400-MONOMER
RXN-25261	EC-2.1.1	PWY-8578		Chemical Reactions	MONOMER-124979
RXN-18311	EC-2.4.3.6	PWY-7841		Chemical Reactions	ENSG00000064225-MONOMER
RXN-20544	EC-3.1.1.111			Chemical Reactions	ENSG00000144837-MONOMER
PGLUCISOM-RXN	EC-5.3.1.9	P124-PWY // PWY-7385 // PWY-6142 // GLYCOLYSIS // PWY-7347 // PWY-5514 // PWY-6981 // SUCSYN-PWY // PWY-6992 // ANAGLYCOLYSIS-PWY // PWY-8013 // P341-PWY // UDPNACETYLGALSYN-PWY // GLUCONEO-PWY // PWY-622 // PWY66-399 // PWY-5384 // PWY-7238 // PWY-3801 // PWY-5054 // RUMP-PWY // P122-PWY // PWY-5659 // UDPNAGSYN-PWY // PWY-621		Chemical Reactions	CPLX0-7877 // CPLX-8401 // MONOMER-20593 // CPLX-9244 // MONOMER-381 // MONOMER-15668 // CPLX-6990 // CPLX-4261 // MONOMER-17039 // MONOMER-544 // HS02693-MONOMER // MONOMER-13046 // MONOMER-13041 // MONOMER-12904 // AT4G24620-MONOMER // MONOMER-2301
RXN-21382		4.1.1.78-RXN		Chemical Reactions	
RXN-22936	EC-2.1.3	PWY-8344		Chemical Reactions	MONOMER-21911
RXN-9288	EC-4.1.1.130	PWY-5873		Chemical Reactions	MONOMER-124915
FURYLFURAMIDE-ISOMERASE-RXN	EC-5.2.1.6			Chemical Reactions	
TRNA-ADENINE-N6--METHYLTRANSFERASE-RXN	EC-2.1.1.55			Chemical Reactions	
RXN-18392				Chemical Reactions	
RXN-18762	EC-2.8.2.24	PWY-7901		Chemical Reactions	
RXN-23291		PWY-8381		Macromolecule Reactions	CPLX-85395
RXN-21461				Small-Molecule Reactions	
RXN-20697		RXN-20693		Chemical Reactions	CPLX-9416
RXN-16665		PWY0-1586		Chemical Reactions	EG11253-MONOMER
RXN0-7021	EC-1.1.1	KETOGLUCONMET-PWY // PWY-6704	L-idonate 2-dehydrogenase	Chemical Reactions	CPLX0-235
RXNQT-4331	EC-2.8.2.38	PWYQT-4473		Chemical Reactions	AT1G74090-MONOMER // AT1G18590-MONOMER
2.3.1.90-RXN	EC-2.3.1.90	PWY-5475		Chemical Reactions	MONOMER-12995
L-LYSINE-AMINOTRANSFERASE-RXN	EC-2.6.1.36	PWY-5298		Chemical Reactions	MONOMER-12388 // CPLX-7145
RXN-14121	EC-1.1.1			Chemical Reactions	
RXN-21307		PWY-8128 // RXN-21306		Chemical Reactions	SGL_RS13315-MONOMER
RXN-13644	EC-1.14.14.M73	PWY-8606		Small-Molecule Reactions	AT2G26170.1 // MONOMER-125090 // MONOMER-125089
RXN-10664	EC-1.14.19.1	PWY3O-1801 // PWY-5987		Chemical Reactions	MONOMER-19092 // YGL055W-MONOMER // MONOMER-14123
ALGINATE-SYNTHASE-RXN	EC-2.4.1.33	PWY-6082 // PWY-6073		Chemical Reactions	CPLX-8973 // MONOMER-14359
RXN-20193	EC-1.3.1.121	PWY-8032		Chemical Reactions	MONOMER-20702
NAD-SYNTH-NH3-RXN	EC-6.3.1.5	PWY-8511 // PWY-8352 // PWY-8277 // PWY-7761 // PYRIDNUCSAL-PWY // PYRIDNUCSYN-PWY		Chemical Reactions	NAD-SYNTH-CPLX // MONOMER-21963
RXN-18496	EC-2.5.1.138			Chemical Reactions	
RXN-14380	EC-3.2.1.68	PWY-622		Chemical Reactions	CPLX-8667 // AT2G39930-MONOMER // CPLX-8669
RXN-21658	EC-1.3.1.104 // EC-1.3.1.10	PWY-8525 // PWY-8174		Chemical Reactions	CPLX-8758 // CPLX8J2-89 // CPLX1P3V-880 // CPLX0-8006
